GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
deadline4j-timer-agrona,io.deadline4j.timer.agrona,AgronaDeadlineTimerAdapter,4,163,2,6,1,44,2,9,0,7
